MS SubClass,Lot Area,Overall Qual,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Garage Area,Bsmt Full Bath,Full Bath,SalePrice,years_to_sell,Roof Style_Hip,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Exter Qual Ord,Bsmt Qual Ord,Heating QC Ord,Kitchen Qual Ord,Fireplace Qu Ord
60,13000,6,576.0,896.0,2142,8,509.0,0.0,2,193500,41,0,0,0,0,3,4.0,3,4,4.0
20,8250,6,260.0,1092.0,1092,6,504.0,1.0,1,145000,44,1,0,0,0,3,4.0,5,3,0.0
50,8170,7,270.0,1022.0,1671,7,451.0,0.0,2,218000,77,0,0,0,0,4,3.0,5,3,4.0
20,12048,5,232.0,0.0,1488,7,569.0,0.0,1,135000,54,0,0,0,0,3,0.0,4,3,5.0
20,10858,5,150.0,1444.0,1624,6,240.0,1.0,1,146500,54,0,0,0,0,3,3.0,5,3,4.0
120,7577,6,256.0,1362.0,1362,6,460.0,0.0,2,194700,2,0,0,1,0,4,4.0,5,4,4.0
20,7500,7,210.0,1218.0,1218,6,462.0,1.0,2,230348,1,0,0,0,0,4,4.0,5,4,0.0
30,6120,6,0.0,1124.0,1068,5,288.0,1.0,1,109500,87,0,0,0,0,3,2.0,3,3,4.0
20,23580,6,0.0,1625.0,1625,6,576.0,0.0,2,242500,27,0,0,0,0,3,4.0,3,2,3.0
160,5306,7,0.0,1064.0,1767,5,504.0,1.0,2,239000,19,0,0,0,1,4,4.0,4,4,3.0
20,8092,6,176.0,1050.0,1050,6,286.0,1.0,1,156000,52,1,0,0,0,3,3.0,5,4,0.0
20,8593,4,0.0,907.0,907,5,352.0,0.0,1,109008,51,1,0,0,0,3,3.0,5,3,0.0
50,11067,2,0.0,0.0,845,4,256.0,0.0,1,68104,68,0,0,0,0,3,0.0,5,3,0.0
60,11929,8,466.0,1242.0,2501,9,751.0,0.0,2,290000,13,0,1,0,0,4,4.0,5,4,3.0
20,9900,5,0.0,1209.0,1209,6,504.0,1.0,1,159000,44,1,0,0,0,3,4.0,4,3,0.0
70,4882,4,0.0,348.0,906,5,231.0,0.0,1,87000,71,0,0,0,0,3,3.0,3,3,0.0
20,11423,8,479.0,1581.0,1601,6,670.0,1.0,2,272000,9,0,0,0,0,4,4.0,5,4,3.0
20,8772,7,0.0,1336.0,1336,6,502.0,1.0,2,198000,1,0,0,0,0,4,4.0,5,4,0.0
50,7628,4,0.0,801.0,1656,8,440.0,0.0,2,119164,68,0,0,0,0,3,3.0,4,3,0.0
20,8335,5,0.0,0.0,1124,5,0.0,0.0,1,93000,52,0,0,0,0,3,0.0,4,3,4.0
60,8220,7,647.0,982.0,1892,8,431.0,0.0,2,226750,8,0,0,0,0,4,4.0,5,3,3.0
190,10615,3,0.0,978.0,1699,7,420.0,1.0,2,95000,109,0,0,0,0,3,2.0,3,3,0.0
50,6000,6,0.0,780.0,1416,6,312.0,0.0,1,139900,62,0,0,0,0,3,3.0,3,3,0.0
30,5350,3,0.0,728.0,1306,6,0.0,0.0,1,76500,70,0,0,0,0,3,3.0,5,2,0.0
30,5400,4,0.0,672.0,672,4,308.0,0.0,1,86900,68,0,0,0,0,4,3.0,4,3,0.0
20,17979,5,0.0,1113.0,1160,6,257.0,1.0,1,152500,40,0,0,0,0,3,3.0,5,4,0.0
20,9520,4,115.0,911.0,930,5,286.0,0.0,1,99000,55,0,0,0,0,3,4.0,3,3,0.0
30,5330,4,0.0,420.0,708,5,0.0,0.0,1,82500,69,1,0,0,0,2,3.0,4,2,0.0
120,8012,6,0.0,1575.0,1575,5,529.0,1.0,2,179200,15,0,0,0,0,4,4.0,4,4,0.0
20,9000,5,0.0,1059.0,1059,6,286.0,1.0,1,142500,40,0,0,0,0,3,3.0,4,3,0.0
20,14299,4,0.0,1005.0,1005,5,440.0,1.0,1,115400,43,0,0,0,0,3,3.0,3,3,0.0
60,7050,7,0.0,1057.0,1929,7,650.0,1.0,2,226000,6,0,0,0,0,4,4.0,5,4,3.0
160,3180,7,0.0,600.0,1200,4,480.0,0.0,2,144152,1,0,0,0,0,4,4.0,5,4,0.0
60,16451,8,221.0,1765.0,2690,9,795.0,0.0,2,370000,5,0,0,1,0,4,5.0,5,4,4.0
20,12887,5,0.0,833.0,833,5,495.0,1.0,1,149900,26,0,0,0,0,3,4.0,3,4,0.0
60,15578,6,0.0,728.0,1456,8,429.0,0.0,2,172785,0,0,0,0,0,4,4.0,4,3,0.0
20,7200,5,0.0,864.0,864,5,720.0,1.0,1,129000,57,0,0,0,0,3,3.0,4,4,0.0
20,17043,6,0.0,1362.0,1586,7,435.0,0.0,2,181000,30,0,0,0,0,3,4.0,3,3,3.0
80,10000,5,272.0,1058.0,1370,6,300.0,1.0,1,148000,50,1,0,0,0,3,3.0,5,3,3.0
20,8050,6,0.0,914.0,914,4,0.0,1.0,1,117250,4,0,0,0,0,3,4.0,5,4,0.0
120,3182,7,16.0,1373.0,1555,7,430.0,0.0,2,192500,4,0,0,0,0,4,4.0,5,4,3.0
160,1950,6,0.0,716.0,1556,6,452.0,1.0,2,151000,28,0,0,0,0,3,4.0,3,3,3.0
20,7700,5,0.0,882.0,882,5,461.0,1.0,1,112500,35,0,0,0,0,3,3.0,3,3,0.0
30,8731,5,0.0,915.0,1167,6,495.0,0.0,1,144000,87,0,0,0,0,3,3.0,3,3,4.0
120,8232,9,714.0,1800.0,1800,6,944.0,1.0,2,370967,1,1,0,1,0,5,5.0,5,5,4.0
160,2280,6,0.0,855.0,1456,6,440.0,0.0,2,149900,35,0,0,0,0,3,3.0,3,4,3.0
60,8935,7,95.0,831.0,1660,7,493.0,0.0,2,195000,7,0,0,0,0,4,4.0,5,4,0.0
80,9125,7,170.0,384.0,1482,7,392.0,0.0,2,163900,15,0,0,0,0,3,4.0,4,4,3.0
20,11075,6,136.0,1190.0,1522,7,552.0,0.0,2,182000,23,1,0,0,0,3,4.0,5,3,3.0
20,13438,9,246.0,2190.0,2036,9,780.0,1.0,2,410000,1,0,0,0,0,5,5.0,5,5,5.0
20,11070,5,0.0,1582.0,1595,5,672.0,1.0,2,152000,18,0,0,0,0,3,4.0,3,3,0.0
60,7800,7,172.0,891.0,1686,8,462.0,0.0,2,184000,1,0,0,0,0,4,4.0,5,4,0.0
90,7060,7,200.0,1344.0,1344,8,784.0,2.0,2,206300,11,0,0,0,0,3,4.0,5,3,0.0
90,11836,5,0.0,1652.0,1652,8,928.0,0.0,2,146500,36,0,0,0,0,3,3.0,3,3,0.0
50,8382,4,0.0,832.0,1337,5,263.0,0.0,1,108000,54,0,0,0,0,3,3.0,3,3,0.0
80,10192,7,143.0,570.0,1920,8,487.0,0.0,3,170000,38,0,0,0,0,3,3.0,4,4,3.0
120,4426,6,205.0,848.0,848,3,420.0,1.0,1,145000,4,0,0,0,0,4,4.0,5,4,0.0
120,2280,7,0.0,1057.0,1055,4,440.0,0.0,2,123000,34,0,0,0,0,3,4.0,3,3,2.0
120,2887,6,0.0,1291.0,1291,6,431.0,1.0,1,173000,12,0,0,0,0,3,4.0,5,4,4.0
30,8520,6,0.0,624.0,720,5,484.0,0.0,1,105900,82,0,0,0,0,3,3.0,4,3,0.0
180,1596,4,0.0,462.0,988,5,297.0,1.0,1,91000,36,0,0,0,0,3,4.0,3,3,0.0
50,15600,5,0.0,1067.0,1523,7,295.0,1.0,2,158000,60,0,0,0,0,3,3.0,2,2,3.0
60,9313,7,0.0,864.0,1728,7,572.0,0.0,2,190000,5,0,0,0,0,4,4.0,5,4,0.0
120,11064,8,0.0,1230.0,1239,4,477.0,1.0,1,217500,13,1,0,0,0,4,4.0,5,4,2.0
50,9000,5,162.0,1151.0,1955,7,356.0,0.0,2,165500,50,0,0,0,0,3,3.0,4,3,0.0
70,12000,7,0.0,704.0,1564,7,234.0,0.0,1,174500,68,0,0,0,0,3,3.0,5,2,4.0
80,7692,4,0.0,416.0,1204,6,312.0,0.0,1,100000,54,0,0,0,0,3,5.0,4,3,0.0
20,14267,6,108.0,1329.0,1329,6,312.0,0.0,1,172000,52,1,0,0,0,3,3.0,3,4,0.0
20,9675,5,0.0,864.0,879,5,440.0,0.0,1,120000,32,1,0,0,0,3,3.0,3,3,0.0
20,8400,4,0.0,721.0,841,4,294.0,0.0,1,82000,59,0,0,0,0,2,3.0,4,3,0.0
50,7500,6,0.0,784.0,1312,6,649.0,0.0,1,127000,59,0,0,0,0,3,3.0,5,3,0.0
75,9600,6,0.0,735.0,2058,8,396.0,0.0,1,129500,91,0,0,0,0,3,4.0,2,3,4.0
120,5814,8,0.0,1220.0,1360,4,565.0,1.0,1,187500,25,0,0,0,1,4,4.0,4,4,5.0
20,14860,8,240.0,1778.0,1786,6,715.0,1.0,2,300000,6,1,0,0,0,4,5.0,5,4,4.0
60,14803,6,252.0,825.0,1993,8,495.0,0.0,2,190000,35,0,0,0,0,3,3.0,4,3,4.0
50,7550,4,0.0,951.0,1362,7,280.0,0.0,2,96000,87,0,0,0,0,2,3.0,2,3,0.0
60,8125,7,100.0,1092.0,1550,7,438.0,1.0,2,241000,3,0,0,0,0,4,4.0,5,4,0.0
20,13673,5,0.0,1140.0,1696,8,349.0,0.0,1,143900,45,0,0,0,0,3,3.0,3,3,3.0
160,1533,4,0.0,546.0,1092,5,286.0,0.0,1,87550,36,0,0,0,0,3,3.0,3,3,0.0
120,7658,9,412.0,1752.0,1752,6,576.0,1.0,2,319900,5,1,0,1,0,5,5.0,5,5,4.0
60,12292,9,184.0,1094.0,2473,11,675.0,0.0,2,356383,0,1,0,0,1,4,5.0,5,4,4.0
20,11923,9,0.0,1800.0,1800,7,702.0,0.0,2,239000,2,0,0,0,0,4,5.0,5,5,0.0
60,10010,7,320.0,1080.0,2197,9,783.0,1.0,2,287500,15,1,1,0,0,4,4.0,5,4,4.0
50,12358,5,0.0,720.0,1382,7,660.0,0.0,1,128500,66,0,0,0,0,3,3.0,3,3,0.0
60,8577,7,0.0,847.0,1733,7,433.0,0.0,2,185088,6,0,0,0,0,4,4.0,5,4,4.0
20,8640,7,0.0,1402.0,1402,7,625.0,0.0,2,229800,1,1,0,0,0,4,4.0,5,4,0.0
20,10447,5,0.0,864.0,887,5,288.0,0.0,1,124500,23,0,0,0,0,3,3.0,3,3,0.0
20,9600,5,0.0,1051.0,1051,6,504.0,1.0,1,142000,38,0,0,0,0,3,3.0,4,3,0.0
70,4899,6,0.0,755.0,1510,6,216.0,0.0,1,149000,86,0,0,0,0,3,3.0,5,3,0.0
90,9246,5,564.0,1656.0,1656,8,506.0,0.0,2,135000,35,0,0,0,0,3,3.0,3,3,0.0
120,4928,6,0.0,1078.0,958,5,440.0,0.0,2,128000,31,0,0,0,0,3,4.0,3,3,3.0
20,12692,8,0.0,3200.0,3228,10,546.0,1.0,3,430000,15,1,1,0,0,4,4.0,5,4,4.0
20,7476,5,0.0,1040.0,1040,5,686.0,1.0,1,145000,39,0,0,0,0,3,3.0,3,3,0.0
50,5362,5,0.0,661.0,1250,8,552.0,0.0,2,139000,97,0,0,0,0,3,3.0,5,3,4.0
80,12090,6,74.0,585.0,1868,7,477.0,0.0,3,178000,23,1,0,0,0,3,4.0,5,3,3.0
60,12539,10,468.0,1620.0,2790,10,1150.0,1.0,2,460000,3,1,0,1,0,5,5.0,5,5,5.0
75,11888,6,0.0,844.0,2134,10,441.0,0.0,2,214500,93,0,0,0,0,3,3.0,4,4,0.0
190,7082,5,0.0,686.0,1928,10,0.0,0.0,2,160000,90,0,0,0,0,3,3.0,4,3,0.0
60,8755,7,298.0,992.0,2060,8,390.0,1.0,2,214000,10,0,0,0,0,4,4.0,5,4,3.0
50,4080,6,0.0,901.0,1378,6,162.0,0.0,1,128900,74,0,0,0,0,3,3.0,4,4,0.0
190,32463,4,149.0,1249.0,1622,7,1356.0,1.0,1,168000,46,0,0,0,0,3,3.0,5,3,3.0
60,12217,8,0.0,955.0,1880,8,880.0,1.0,2,310013,0,1,0,0,0,4,5.0,5,5,4.0
120,3696,8,0.0,1074.0,1088,5,461.0,0.0,1,170000,21,0,0,0,1,4,4.0,5,4,0.0
20,7560,5,0.0,1040.0,1040,6,286.0,0.0,1,133700,47,0,0,0,0,3,3.0,3,3,0.0
70,10592,6,0.0,602.0,1502,7,180.0,0.0,1,165000,84,1,0,0,0,3,3.0,3,4,3.0
160,1680,6,604.0,483.0,987,5,264.0,0.0,1,89500,37,0,0,0,0,3,3.0,3,3,0.0
190,10382,6,105.0,588.0,1095,6,264.0,1.0,1,140000,48,1,0,0,0,3,3.0,3,3,0.0
160,2522,7,50.0,970.0,1709,7,380.0,0.0,2,134000,2,0,0,0,0,4,4.0,5,4,0.0
60,9370,6,0.0,836.0,1731,7,462.0,1.0,2,248500,14,0,0,0,0,4,4.0,5,4,0.0
80,10246,4,0.0,648.0,960,3,364.0,1.0,0,145000,41,0,0,0,0,3,3.0,5,3,0.0
60,11475,6,0.0,713.0,1552,6,434.0,1.0,2,179900,31,0,0,0,0,3,4.0,3,3,3.0
20,9986,8,428.0,1795.0,1795,7,895.0,0.0,2,147000,1,0,0,0,0,4,5.0,5,4,4.0
60,10475,5,0.0,624.0,1274,6,576.0,0.0,1,136000,19,0,0,0,0,3,4.0,4,3,0.0
50,6000,6,0.0,572.0,1196,6,576.0,0.0,1,128000,70,0,0,0,0,3,3.0,5,3,4.0
20,4280,4,0.0,560.0,704,4,220.0,0.0,1,88750,63,0,0,0,0,3,2.0,5,2,0.0
20,10895,5,0.0,972.0,972,5,305.0,0.0,1,122500,55,0,0,0,0,3,3.0,3,3,0.0
50,17503,6,0.0,912.0,1458,6,330.0,0.0,1,97500,62,0,0,0,0,3,3.0,3,3,4.0
20,9723,6,332.0,1008.0,1008,5,430.0,0.0,1,135000,43,1,0,0,0,3,3.0,3,3,0.0
20,11694,9,452.0,1822.0,1828,9,774.0,0.0,2,314813,0,1,0,1,0,5,5.0,5,4,4.0
50,8470,3,0.0,1013.0,1526,6,0.0,0.0,1,85000,94,1,0,0,0,2,3.0,3,2,0.0
50,6000,6,0.0,698.0,1176,4,624.0,0.0,1,134900,72,0,0,0,0,4,3.0,3,3,0.0
20,10519,5,164.0,1057.0,1057,6,288.0,0.0,1,137000,51,1,0,0,0,3,3.0,4,4,0.0
20,10437,8,660.0,2109.0,2113,7,839.0,1.0,2,350000,13,1,1,0,0,4,4.0,5,4,3.0
20,7514,5,0.0,943.0,1387,6,300.0,1.0,1,145000,39,1,0,0,0,3,3.0,3,3,3.0
60,13654,9,365.0,1704.0,2758,9,814.0,0.0,2,418000,2,0,0,1,0,4,5.0,5,5,5.0
30,5747,3,0.0,798.0,840,5,250.0,0.0,1,64000,86,0,0,0,0,3,3.0,4,2,0.0
50,4500,5,0.0,793.0,1520,6,281.0,0.0,1,159434,77,0,0,0,0,3,3.0,5,3,0.0
20,11830,8,164.0,1542.0,1542,6,852.0,1.0,2,260261,0,0,0,0,0,4,4.0,5,4,4.0
50,8520,5,0.0,910.0,1385,6,720.0,0.0,2,166000,58,0,0,0,0,3,3.0,2,3,0.0
85,6760,5,0.0,896.0,936,6,288.0,1.0,1,130000,45,0,0,0,0,3,3.0,3,3,1.0
50,6191,5,0.0,824.0,1288,6,240.0,0.0,1,112000,65,0,0,0,0,3,2.0,3,3,0.0
20,8700,5,148.0,1120.0,1128,6,525.0,1.0,2,155000,45,1,0,0,0,3,3.0,4,3,0.0
60,12003,8,84.0,774.0,1968,8,680.0,0.0,2,269500,1,0,0,0,0,4,5.0,5,5,4.0
80,12700,6,0.0,1246.0,1246,6,441.0,1.0,1,172000,42,0,0,0,0,3,3.0,3,3,4.0
70,13125,7,0.0,800.0,1740,6,240.0,0.0,1,219500,67,0,0,0,0,3,3.0,3,3,4.0
20,8638,5,0.0,925.0,925,5,484.0,1.0,1,133500,43,0,0,0,0,3,3.0,4,3,0.0
80,9967,7,0.0,384.0,1430,8,400.0,0.0,2,170000,7,0,0,0,0,3,4.0,5,3,3.0
70,9600,8,0.0,930.0,1566,7,288.0,0.0,2,150000,110,0,0,0,0,4,3.0,3,4,0.0
20,12774,5,0.0,984.0,950,5,400.0,0.0,1,130000,55,1,0,0,0,3,3.0,3,3,0.0
80,8163,5,128.0,1144.0,1144,6,796.0,1.0,1,143000,47,0,0,0,0,3,3.0,3,3,3.0
20,9900,5,0.0,1114.0,1114,5,451.0,1.0,1,140000,47,0,0,0,0,3,3.0,3,3,0.0
20,13651,7,1115.0,2223.0,2223,8,516.0,1.0,2,244000,34,0,0,0,0,3,4.0,5,3,4.0
75,7200,5,0.0,530.0,1111,6,288.0,0.0,1,101000,87,0,0,0,0,3,3.0,3,2,0.0
20,9750,5,0.0,960.0,960,5,624.0,0.0,1,125000,48,1,0,0,0,3,3.0,5,3,0.0
60,11184,6,0.0,932.0,1633,7,460.0,0.0,2,183000,10,0,0,0,0,3,4.0,4,3,3.0
75,5520,6,0.0,755.0,2229,8,0.0,0.0,1,104000,97,0,0,0,0,3,3.0,5,3,0.0
45,6390,6,0.0,936.0,984,4,280.0,1.0,1,112500,54,0,0,0,0,3,3.0,3,3,0.0
20,10240,6,157.0,1686.0,1686,7,612.0,1.0,2,207500,26,0,0,0,0,3,4.0,3,3,3.0
20,9316,7,140.0,1614.0,1614,7,576.0,0.0,2,225000,1,0,0,0,0,4,4.0,5,4,4.0
20,7200,5,0.0,864.0,864,5,297.0,0.0,1,119900,34,0,0,0,0,3,3.0,5,3,0.0
20,12228,7,206.0,1721.0,1740,8,874.0,0.0,2,293000,0,1,0,1,0,4,5.0,5,4,0.0
20,10335,5,0.0,1461.0,1721,7,440.0,0.0,2,180000,38,0,0,0,0,3,3.0,4,3,3.0
80,12328,6,335.0,1012.0,1034,6,888.0,1.0,1,169900,34,0,0,0,0,3,3.0,3,3,0.0
90,8930,6,0.0,0.0,1902,8,539.0,0.0,2,112000,32,0,0,0,0,3,0.0,3,3,0.0
20,9672,6,0.0,1040.0,1097,6,480.0,0.0,2,152000,26,1,0,0,0,3,4.0,3,3,0.0
60,13975,9,525.0,1090.0,2206,10,670.0,0.0,2,300000,1,1,0,1,0,4,4.0,5,5,4.0
80,7819,6,0.0,1029.0,1117,6,672.0,1.0,1,107000,34,0,0,0,0,3,3.0,3,3,3.0
190,11340,4,0.0,777.0,2290,11,560.0,0.0,2,122500,125,0,0,0,0,3,3.0,4,3,0.0
160,1680,6,504.0,483.0,948,5,264.0,0.0,1,89000,34,0,0,0,0,3,3.0,3,3,0.0
50,6001,6,0.0,600.0,919,5,231.0,0.0,1,95000,70,0,0,0,0,3,2.0,5,3,0.0
20,11700,6,41.0,912.0,1152,7,412.0,1.0,1,143450,39,0,0,0,0,3,3.0,5,3,0.0
60,12858,9,162.0,1590.0,2334,10,751.0,0.0,2,376162,1,0,0,1,0,5,5.0,5,5,4.0
20,9300,5,324.0,1268.0,1264,6,461.0,1.0,1,167500,50,0,0,0,0,3,3.0,3,3,4.0
90,7018,5,275.0,1086.0,1224,6,528.0,2.0,0,153337,30,0,0,0,0,3,4.0,3,3,3.0
70,6629,6,0.0,672.0,1369,6,300.0,1.0,2,103600,84,0,0,0,0,3,3.0,3,3,0.0
20,10650,5,0.0,894.0,894,5,308.0,1.0,1,128200,34,0,0,0,0,3,3.0,3,3,0.0
160,2117,6,216.0,756.0,1573,5,440.0,0.0,2,177500,10,0,0,0,0,4,4.0,5,4,0.0
60,13650,8,232.0,1671.0,2250,7,756.0,1.0,2,320000,8,0,0,1,0,4,4.0,5,4,5.0
60,8433,6,0.0,794.0,1514,7,394.0,1.0,2,190000,9,0,0,0,0,3,4.0,5,3,3.0
160,1680,6,236.0,672.0,1218,7,0.0,0.0,1,91500,35,0,0,0,0,3,3.0,3,3,0.0
190,6000,5,0.0,811.0,1387,7,256.0,0.0,2,93000,55,0,0,0,0,3,3.0,3,4,0.0
70,8500,4,0.0,649.0,1317,6,250.0,0.0,1,40000,88,0,0,0,0,3,3.0,3,3,0.0
70,6882,6,0.0,684.0,1355,7,0.0,0.0,1,127000,93,0,0,0,0,3,3.0,3,4,0.0
30,8712,4,0.0,756.0,952,5,330.0,0.0,1,50138,114,1,0,0,0,2,3.0,4,3,0.0
20,7917,6,174.0,1143.0,1113,6,504.0,1.0,1,148000,31,1,0,0,0,3,3.0,3,3,2.0
30,6900,5,0.0,740.0,778,4,924.0,0.0,1,120500,68,0,0,0,0,3,3.0,5,3,4.0
50,9900,6,0.0,778.0,1489,7,240.0,0.0,2,139500,69,0,0,0,0,3,3.0,3,3,4.0
20,13286,9,340.0,1698.0,1698,8,768.0,1.0,2,320000,2,1,0,0,0,5,5.0,5,5,4.0
70,12888,7,0.0,1005.0,2267,7,498.0,1.0,1,219000,70,0,0,0,0,3,3.0,3,3,4.0
20,8885,5,0.0,864.0,902,5,484.0,1.0,1,131000,23,0,0,0,0,3,4.0,3,3,0.0
60,8857,6,0.0,738.0,1495,7,440.0,0.0,2,171925,1,0,0,0,0,4,4.0,5,4,4.0
20,14137,5,0.0,1348.0,1384,7,404.0,1.0,2,177900,12,0,0,0,0,4,4.0,4,4,0.0
70,6720,6,0.0,585.0,1436,7,228.0,0.0,1,141500,86,0,0,0,0,3,3.0,3,3,4.0
60,7500,6,0.0,952.0,1636,7,440.0,1.0,2,191000,11,0,0,0,0,4,4.0,4,3,3.0
20,13072,6,0.0,1158.0,1158,5,576.0,1.0,1,158000,2,0,0,0,0,3,4.0,5,4,0.0
20,10656,8,274.0,1638.0,1646,6,870.0,0.0,2,248900,1,0,0,0,0,4,4.0,5,4,4.0
50,7200,5,252.0,731.0,1768,7,240.0,1.0,1,175000,70,0,0,0,0,3,4.0,5,4,3.0
190,8800,6,0.0,1187.0,1565,7,299.0,1.0,2,185900,41,1,0,0,0,3,3.0,5,4,3.0
75,10800,7,0.0,880.0,1768,6,320.0,0.0,1,163000,92,0,0,0,0,3,4.0,2,3,3.0
190,9000,5,0.0,660.0,1396,8,0.0,0.0,2,115000,55,0,0,0,0,2,3.0,3,3,0.0
80,13014,6,39.0,1008.0,1096,6,484.0,1.0,1,157500,30,0,0,0,0,3,3.0,3,3,2.0
60,15896,7,210.0,1177.0,2312,8,658.0,1.0,2,245000,10,0,0,0,0,4,4.0,5,4,3.0
120,5395,8,0.0,1337.0,1337,5,462.0,1.0,2,180000,15,0,0,0,1,4,4.0,4,4,3.0
160,5105,7,0.0,551.0,1102,4,480.0,0.0,2,148800,3,0,0,0,0,4,4.0,5,4,0.0
60,9473,8,0.0,1128.0,2031,7,577.0,1.0,2,237000,6,0,0,0,0,4,4.0,5,4,4.0
30,8400,2,0.0,290.0,438,3,246.0,0.0,1,60000,89,0,0,0,0,3,3.0,3,2,0.0
85,12102,5,222.0,456.0,1033,6,504.0,0.0,1,165000,32,0,0,0,0,3,4.0,5,3,0.0
60,10905,7,0.0,1129.0,2327,9,596.0,0.0,2,240000,5,0,0,0,0,4,4.0,5,4,4.0
20,9556,7,52.0,1168.0,1187,6,420.0,0.0,2,160000,15,0,0,0,0,3,4.0,4,4,0.0
190,6430,6,0.0,780.0,1340,6,440.0,1.0,1,128000,61,0,0,0,0,3,3.0,3,3,0.0
90,6040,4,0.0,0.0,1152,6,0.0,0.0,2,82000,53,0,0,0,0,3,0.0,3,2,0.0
20,14695,6,210.0,1562.0,1567,5,542.0,1.0,2,256000,43,0,0,0,0,3,3.0,4,4,4.0
70,9000,7,0.0,650.0,1482,7,324.0,0.0,1,143000,89,1,0,0,0,3,3.0,5,3,0.0
20,8368,7,0.0,1689.0,1689,7,433.0,0.0,2,231713,1,0,0,0,0,4,4.0,5,4,0.0
190,41600,5,0.0,1100.0,1424,7,828.0,1.0,1,155000,38,0,0,0,0,3,4.0,3,3,0.0
20,6490,5,0.0,816.0,816,4,264.0,0.0,1,128500,25,0,0,0,0,3,3.0,5,3,0.0
30,7290,7,174.0,1228.0,1424,7,312.0,0.0,2,168000,87,0,0,0,0,3,3.0,5,3,4.0
60,7472,7,138.0,725.0,1479,7,484.0,1.0,1,184000,35,0,0,0,0,3,3.0,4,4,0.0
190,7000,5,0.0,1025.0,1025,6,0.0,1.0,1,124000,44,0,0,0,0,3,3.0,3,3,0.0
20,11717,6,571.0,1442.0,1442,6,615.0,0.0,2,185000,39,1,0,0,0,3,3.0,3,3,3.0
60,11194,8,40.0,1406.0,1936,7,504.0,0.0,2,230500,6,0,0,0,0,4,4.0,5,4,3.0
60,11250,7,227.0,1054.0,1939,8,555.0,0.0,2,227000,8,0,0,0,0,3,4.0,5,4,3.0
60,8633,6,0.0,738.0,1476,7,540.0,1.0,2,173500,4,0,0,0,0,4,4.0,5,4,0.0
85,8400,5,0.0,833.0,898,6,326.0,1.0,1,140000,38,0,0,0,0,3,4.0,4,3,0.0
20,10037,8,0.0,1460.0,1460,6,480.0,0.0,2,247000,2,1,0,0,0,4,5.0,5,4,4.0
85,8014,6,23.0,456.0,1034,5,504.0,0.0,1,149900,31,0,0,0,0,3,4.0,3,3,2.0
20,12250,5,180.0,864.0,1174,5,528.0,1.0,1,158000,30,0,0,0,0,3,4.0,5,3,0.0
160,2403,7,0.0,530.0,1080,4,496.0,0.0,2,147110,7,0,0,0,0,4,4.0,5,4,0.0
50,8600,6,0.0,780.0,1376,7,198.0,0.0,2,119500,69,0,0,0,0,3,3.0,3,3,4.0
50,13680,5,0.0,840.0,1567,6,440.0,1.0,1,205000,69,0,0,0,0,3,3.0,5,3,3.0
70,10800,5,0.0,736.0,1534,6,0.0,0.0,1,148000,112,0,0,0,0,3,4.0,5,4,0.0
120,5389,8,0.0,1595.0,1616,5,608.0,1.0,2,236500,15,0,0,0,1,4,4.0,5,4,3.0
50,10890,5,0.0,1058.0,1551,6,240.0,1.0,2,137000,68,0,0,0,0,3,2.0,3,2,0.0
20,9768,5,0.0,960.0,960,5,330.0,1.0,1,122000,54,0,0,0,0,3,3.0,4,3,0.0
20,8993,7,0.0,1302.0,1302,6,436.0,0.0,2,176485,0,0,0,0,0,4,4.0,5,4,0.0
30,11672,5,0.0,816.0,816,4,210.0,0.0,1,109000,81,0,0,0,0,3,3.0,3,3,0.0
120,9763,7,239.0,1502.0,1502,5,286.0,1.0,1,330000,9,0,0,0,0,4,4.0,5,4,3.0
20,9836,6,0.0,192.0,1133,7,308.0,1.0,1,143000,0,0,0,0,0,3,3.0,4,3,0.0
60,10557,9,422.0,1408.0,3078,9,806.0,1.0,2,410000,9,0,1,0,0,4,5.0,5,4,3.0
60,8462,6,105.0,928.0,1721,7,471.0,0.0,2,201000,13,0,0,0,0,4,4.0,5,4,0.0
50,10818,4,0.0,1077.0,1760,7,648.0,0.0,1,80000,96,0,0,0,0,3,2.0,3,3,3.0
70,7259,6,0.0,1028.0,2320,9,180.0,1.0,2,259500,62,0,0,0,0,3,3.0,5,4,3.0
60,11800,7,94.0,1122.0,2486,10,452.0,1.0,3,279900,4,0,0,0,0,4,4.0,5,4,4.0
20,7500,5,0.0,1246.0,1246,6,305.0,1.0,1,154000,51,1,0,0,0,3,3.0,5,4,0.0
50,159000,6,472.0,1444.0,2144,7,389.0,0.0,2,277000,49,0,0,0,0,4,4.0,4,4,3.0
50,6488,5,0.0,799.0,1150,6,215.0,0.0,1,128000,64,0,0,0,0,3,3.0,5,3,3.0
20,14230,8,640.0,1566.0,1600,7,890.0,0.0,2,256300,2,0,0,1,0,4,4.0,5,4,4.0
50,7810,4,0.0,930.0,1755,7,231.0,0.0,2,188000,77,0,0,0,0,3,3.0,5,4,3.0
20,14331,8,630.0,1800.0,1800,7,765.0,1.0,2,312500,4,1,0,0,0,4,5.0,5,4,4.0
160,3182,7,0.0,600.0,1200,4,480.0,0.0,2,151000,6,0,0,0,0,4,4.0,5,4,0.0
