MS SubClass,Lot Area,Overall Qual,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Fireplaces,Garage Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Pool Area,SalePrice,Overall Cond,Lot Frontage,Bsmt Unf SF,years_remod,years_to_sell,Lot Shape_IR1,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Gtl,Land Slope_Mod,Land Slope_Sev,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Exter Qual Ord,Exter Cond Ord,Bsmt Qual Ord,Bsmt Cond Ord,Heating QC Ord,Kitchen Qual Ord,Fireplace Qu Ord,Garage Qual Ord,PorchArea
70,6720,6,0.0,585.0,1436,7,1,228.0,0.0,1,0,3,1,0,141500,7,53.0,585.0,-29,86,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,4.0,3.0,0
60,7500,6,0.0,952.0,1636,7,1,440.0,1.0,2,1,3,1,0,191000,5,60.0,476.0,-1,11,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,4,3,3.0,3.0,84
20,13072,6,0.0,1158.0,1158,5,0,576.0,1.0,1,1,3,1,0,158000,5,63.0,217.0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,4.0,3.0,5,4,0.0,3.0,50
20,10656,8,274.0,1638.0,1646,6,1,870.0,0.0,2,0,3,1,0,248900,5,67.0,1638.0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4.0,3.0,5,4,4.0,3.0,80
50,7200,5,252.0,731.0,1768,7,2,240.0,1.0,1,1,3,1,0,175000,7,60.0,162.0,-13,70,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4.0,3.0,5,4,3.0,3.0,264
190,8800,6,0.0,1187.0,1565,7,2,299.0,1.0,2,0,3,1,0,185900,7,80.0,34.0,-35,41,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.0,3.0,5,4,3.0,3.0,236
75,10800,7,0.0,880.0,1768,6,2,320.0,0.0,1,1,2,1,0,163000,7,60.0,490.0,-56,92,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4.0,3.0,2,3,3.0,3.0,341
190,9000,5,0.0,660.0,1396,8,0,0.0,0.0,2,0,4,2,0,115000,6,50.0,660.0,0,55,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.0,3.0,3,3,0.0,0.0,0
80,13014,6,39.0,1008.0,1096,6,1,484.0,1.0,1,0,3,1,0,157500,5,80.0,480.0,0,30,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3.0,3.0,3,3,2.0,3.0,0
60,15896,7,210.0,1177.0,2312,8,1,658.0,1.0,2,1,4,1,0,245000,5,0.0,264.0,0,10,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,3.0,3.0,0
120,5395,8,0.0,1337.0,1337,5,1,462.0,1.0,2,0,2,1,0,180000,5,41.0,604.0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4.0,3.0,4,4,3.0,3.0,238
160,5105,7,0.0,551.0,1102,4,0,480.0,0.0,2,1,2,1,0,148800,5,0.0,312.0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,60
60,9473,8,0.0,1128.0,2031,7,1,577.0,1.0,2,1,3,1,0,237000,5,75.0,324.0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,4.0,3.0,211
30,8400,2,0.0,290.0,438,3,0,246.0,0.0,1,0,1,1,0,60000,5,60.0,0.0,-30,89,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3.0,2.0,3,2,0.0,3.0,0
85,12102,5,222.0,456.0,1033,6,0,504.0,0.0,1,0,3,1,0,165000,5,64.0,0.0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,4.0,5,3,0.0,2.0,0
60,10905,7,0.0,1129.0,2327,9,1,596.0,0.0,2,1,4,1,0,240000,5,41.0,1129.0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,4.0,3.0,57
20,9556,7,52.0,1168.0,1187,6,0,420.0,0.0,2,0,3,1,0,160000,5,0.0,1168.0,-1,15,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,4,4,0.0,3.0,21
190,6430,6,0.0,780.0,1340,6,0,440.0,1.0,1,0,3,1,0,128000,6,58.0,0.0,-5,61,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3.0,3.0,3,3,0.0,3.0,0
90,6040,4,0.0,0.0,1152,6,0,0.0,0.0,2,0,2,2,0,82000,5,65.0,0.0,0,53,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,3,2,0.0,0.0,0
20,14695,6,210.0,1562.0,1567,5,2,542.0,1.0,2,0,2,1,0,256000,8,80.0,175.0,-42,43,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.0,3.0,4,4,4.0,3.0,452
70,9000,7,0.0,650.0,1482,7,0,324.0,0.0,1,0,3,1,0,143000,9,50.0,26.0,-68,89,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3.0,3.0,5,3,0.0,3.0,0
20,8368,7,0.0,1689.0,1689,7,0,433.0,0.0,2,0,3,1,0,231713,5,67.0,1689.0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4.0,3.0,5,4,0.0,3.0,39
190,41600,5,0.0,1100.0,1424,7,0,828.0,1.0,1,1,3,1,0,155000,5,195.0,53.0,-21,38,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,3,3,0.0,3.0,0
20,6490,5,0.0,816.0,816,4,0,264.0,0.0,1,0,2,1,0,128500,7,59.0,282.0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.0,3.0,5,3,0.0,3.0,0
30,7290,7,174.0,1228.0,1424,7,1,312.0,0.0,2,0,2,1,0,168000,8,60.0,1228.0,-29,87,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3.0,3.0,5,3,4.0,3.0,90
60,7472,7,138.0,725.0,1479,7,0,484.0,1.0,1,1,4,1,0,184000,9,0.0,99.0,-32,35,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,4,4,0.0,3.0,32
190,7000,5,0.0,1025.0,1025,6,0,0.0,1.0,1,0,3,1,0,124000,5,70.0,72.0,0,44,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,0.0,0.0,80
20,11717,6,571.0,1442.0,1442,6,1,615.0,0.0,2,0,2,1,0,185000,6,0.0,1442.0,0,39,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,3.0,3.0,0
60,11194,8,40.0,1406.0,1936,7,1,504.0,0.0,2,1,3,1,0,230500,5,106.0,1406.0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,3.0,3.0,124
60,11250,7,227.0,1054.0,1939,8,1,555.0,0.0,2,1,3,1,0,227000,5,90.0,258.0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,5,4,3.0,3.0,84
60,8633,6,0.0,738.0,1476,7,0,540.0,1.0,2,1,3,1,0,173500,5,64.0,545.0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,35
85,8400,5,0.0,833.0,898,6,0,326.0,1.0,1,0,3,1,0,140000,6,70.0,89.0,0,38,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,4,3,0.0,3.0,0
20,10037,8,0.0,1460.0,1460,6,1,480.0,0.0,2,0,3,1,0,247000,5,87.0,794.0,-1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,5.0,3.0,5,4,4.0,3.0,20
85,8014,6,23.0,456.0,1034,5,1,504.0,0.0,1,0,3,1,0,149900,5,0.0,0.0,0,31,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4.0,3.0,3,3,2.0,3.0,0
20,12250,5,180.0,864.0,1174,5,0,528.0,1.0,1,0,3,1,0,158000,6,0.0,83.0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,5,3,0.0,3.0,280
160,2403,7,0.0,530.0,1080,4,0,496.0,0.0,2,1,2,1,0,147110,5,0.0,286.0,0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,50
50,8600,6,0.0,780.0,1376,7,1,198.0,0.0,2,0,3,1,0,119500,6,50.0,780.0,-13,69,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,4.0,3.0,0
50,13680,5,0.0,840.0,1567,6,2,440.0,1.0,1,1,2,1,0,205000,6,60.0,112.0,-10,69,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,5,3,3.0,3.0,171
70,10800,5,0.0,736.0,1534,6,0,0.0,0.0,1,1,3,1,0,148000,9,60.0,736.0,-104,112,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4.0,3.0,5,4,0.0,0.0,112
120,5389,8,0.0,1595.0,1616,5,1,608.0,1.0,2,0,2,1,0,236500,5,39.0,415.0,-1,15,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,4.0,3.0,5,4,3.0,3.0,152
50,10890,5,0.0,1058.0,1551,6,0,240.0,1.0,2,0,3,1,0,137000,5,60.0,128.0,-12,68,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2.0,3.0,3,2,0.0,2.0,0
20,9768,5,0.0,960.0,960,5,0,330.0,1.0,1,0,2,1,0,122000,5,68.0,613.0,0,54,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,4,3,0.0,3.0,70
20,8993,7,0.0,1302.0,1302,6,0,436.0,0.0,2,0,3,1,0,176485,5,73.0,1302.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,22
30,11672,5,0.0,816.0,816,4,0,210.0,0.0,1,0,2,1,0,109000,5,50.0,816.0,-25,81,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,0.0,2.0,112
120,9763,7,239.0,1502.0,1502,5,1,286.0,1.0,1,1,1,1,0,330000,5,0.0,328.0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,3.0,3.0,0
20,9836,6,0.0,192.0,1133,7,0,308.0,1.0,1,0,3,1,0,143000,5,56.0,96.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3.0,3.0,4,3,0.0,3.0,175
60,10557,9,422.0,1408.0,3078,9,1,806.0,1.0,2,1,4,1,0,410000,5,89.0,736.0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,5.0,3.0,5,4,3.0,3.0,87
60,8462,6,105.0,928.0,1721,7,0,471.0,0.0,2,1,3,1,0,201000,5,70.0,114.0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4.0,4.0,5,4,0.0,3.0,87
50,10818,4,0.0,1077.0,1760,7,1,648.0,0.0,1,1,4,1,0,80000,4,60.0,1077.0,-40,96,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2.0,3.0,3,3,3.0,2.0,96
70,7259,6,0.0,1028.0,2320,9,1,180.0,1.0,2,1,3,1,0,259500,8,61.0,104.0,-57,62,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,5,4,3.0,3.0,0
60,11800,7,94.0,1122.0,2486,10,1,452.0,1.0,3,1,5,1,0,279900,5,0.0,356.0,-1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4.0,3.0,5,4,4.0,3.0,32
20,7500,5,0.0,1246.0,1246,6,0,305.0,1.0,1,1,3,1,0,154000,7,75.0,0.0,-35,51,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,5,4,0.0,3.0,0
50,159000,6,472.0,1444.0,2144,7,2,389.0,0.0,2,0,4,1,0,277000,7,0.0,747.0,-48,49,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,4,4,3.0,3.0,98
50,6488,5,0.0,799.0,1150,6,2,215.0,0.0,1,0,3,1,0,128000,5,62.0,569.0,-8,64,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,5,3,3.0,3.0,0
20,14230,8,640.0,1566.0,1600,7,1,890.0,0.0,2,0,3,1,0,256300,5,110.0,1566.0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,4.0,3.0,56
50,7810,4,0.0,930.0,1755,7,1,231.0,0.0,2,0,4,1,0,188000,6,110.0,741.0,-73,77,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.0,4.0,5,4,3.0,2.0,40
20,14331,8,630.0,1800.0,1800,7,1,765.0,1.0,2,0,3,1,0,312500,5,85.0,526.0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,5.0,3.0,5,4,4.0,3.0,78
160,3182,7,0.0,600.0,1200,4,0,480.0,0.0,2,1,2,1,0,151000,5,30.0,600.0,-1,6,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,172
160,1920,5,376.0,765.0,1365,6,0,440.0,1.0,1,1,2,1,0,122500,5,24.0,294.0,0,36,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,5,3,0.0,3.0,36
60,10110,6,0.0,835.0,1696,7,0,542.0,1.0,2,1,3,1,0,188000,5,68.0,200.0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,66
